sujeto_qid,entidad,relacion,valor,valor_es,valor_qid
Q5363631,ticuna,país,Perú,Perú,Q419
Q5363631,ticuna,país,Brasil,Brasil,Q155
Q30906919,huari,instancia de,etnia,etnia,Q41710
Q48784357,Asheninka,instancia de,etnia,etnia,Q41710
Q28501200,Kakinte,instancia de,etnia,etnia,Q41710
Q30899137,Muniche,instancia de,etnia,etnia,Q41710
Q5916614,Inmigración peruana en Chile,instancia de,etnia,etnia,Q41710
Q12638761,Ocro,instancia de,tribu,tribu,Q133311
Q5359368,campo piyapi,país,Perú,Perú,Q419
Q12628129,Bora,instancia de,tribu,tribu,Q133311
Q12627320,Atavillo,instancia de,tribu,tribu,Q133311
Q91936508,Wari women brewers,país,Perú,Perú,Q419
Q18644247,Inmigración peruana en Italia,instancia de,migración humana,migración humana,Q177626
Q5361344,jebero,instancia de,etnia,etnia,Q41710
Q12632724,huamachucos,instancia de,etnia,etnia,Q41710
Q12630633,Epetineri,país,Perú,Perú,Q419
Q18644247,Inmigración peruana en Italia,país,Perú,Perú,Q419
Q5916631,Inmigración portuguesa en el Perú,instancia de,etnia,etnia,Q41710
Q5501869,Inmigración francesa al Perú,instancia de,etnia,etnia,Q41710
Q5361207,icahuate,instancia de,etnia,etnia,Q41710
Q6116667,Sachapuyos,país,Perú,Perú,Q419
Q17084690,Inmigración peruana en Uruguay,país,Perú,Perú,Q419
Q5363631,ticuna,país de origen,Colombia,Colombia,Q739
Q5363631,ticuna,país de origen,Perú,Perú,Q419
Q5363631,ticuna,país de origen,Brasil,Brasil,Q155
Q26085039,Ikitu,país,Perú,Perú,Q419
Q28501205,Vacacocha,país,Perú,Perú,Q419
Q7171214,Inmigración de europeos del este en el Perú,instancia de,etnia,etnia,Q41710
Q91936508,Wari women brewers,instancia de,grupo de humanos,grupo de humanos,Q16334295
Q28501203,Mastanahua,instancia de,etnia,etnia,Q41710
Q12638761,Ocro,país,Perú,Perú,Q419
Q30916057,Abacaris,instancia de,etnia,etnia,Q41710
Q12628129,Bora,país,Colombia,Colombia,Q739
Q12628129,Bora,país,Perú,Perú,Q419
Q12628129,Bora,país,Brasil,Brasil,Q155
Q48784354,Chitonahua,instancia de,etnia,etnia,Q41710
Q12627320,Atavillo,país,Perú,Perú,Q419
Q5359703,chamicuro,país,Perú,Perú,Q419
Q28135543,Loretano,país,Perú,Perú,Q419
Q16610751,Nanti,país,Perú,Perú,Q419
Q13191375,yura,instancia de,pueblo indígena,pueblo indígena,Q103817
Q5696724,Antasaya,país,Perú,Perú,Q419
Q6024123,Inmigración india en el Perú,país,Perú,Perú,Q419
Q5359368,campo piyapi,instancia de,etnia,etnia,Q41710
Q12636449,Mastanahua,forma parte de,Noke Koi,Noke Koi,Q1789281
Q13191375,yura,país,Bolivia,Bolivia,Q750
Q13191375,yura,país,Perú,Perú,Q419
Q18644247,Inmigración peruana en Italia,instancia de,etnia,etnia,Q41710
Q5363631,ticuna,nombre en la lengua nativa,Ticuna,Ticuna,
Q6116667,Sachapuyos,instancia de,etnia,etnia,Q41710
Q12636449,Mastanahua,instancia de,tribu,tribu,Q133311
Q17084690,Inmigración peruana en Uruguay,instancia de,etnia,etnia,Q41710
Q6116861,Sahuasiray (etnia),país,Perú,Perú,Q419
Q26085039,Ikitu,instancia de,etnia,etnia,Q41710
Q28501205,Vacacocha,instancia de,etnia,etnia,Q41710
Q12641160,Resígaro,país,Perú,Perú,Q419
Q5359703,chamicuro,instancia de,etnia,etnia,Q41710
Q28135543,Loretano,instancia de,etnia,etnia,Q41710
Q7573269,Inmigración española en el Perú,país,Perú,Perú,Q419
Q13191375,yura,país de origen,Brasil,Brasil,Q155
Q16610751,Nanti,instancia de,etnia,etnia,Q41710
Q6432069,Inmigración coreana en el Perú,país,Perú,Perú,Q419
Q5359586,cashinahua,país,Perú,Perú,Q419
Q5359586,cashinahua,país,Brasil,Brasil,Q155
Q5696724,Antasaya,instancia de,etnia,etnia,Q41710
Q12636449,Mastanahua,país,Perú,Perú,Q419
Q6024123,Inmigración india en el Perú,instancia de,etnia,etnia,Q41710
Q30906919,huari,país,Perú,Perú,Q419
Q5916614,Inmigración peruana en Chile,instancia de,migración humana,migración humana,Q177626
Q48784357,Asheninka,país,Perú,Perú,Q419
Q5359703,chamicuro,nombre en la lengua nativa,Arahuaca,Arahuaca,
Q12627430,Ayavaca,forma parte de,pueblo quechua,pueblo quechua,Q134936
Q13191375,yura,nombre en la lengua nativa,Nawa,Nawa,
Q28501200,Kakinte,país,Perú,Perú,Q419
Q30899137,Muniche,país,Perú,Perú,Q419
Q5916614,Inmigración peruana en Chile,país,Perú,Perú,Q419
Q5363631,ticuna,subclase de,Pueblos indígenas de Brasil,Pueblos indígenas de Brasil,Q1363781
Q102251,sefardíes,país,Argentina,Argentina,Q414
Q102251,sefardíes,país,Venezuela,Venezuela,Q717
Q102251,sefardíes,país,Israel,Israel,Q801
Q102251,sefardíes,país,Italia,Italia,Q38
Q102251,sefardíes,país,Francia,Francia,Q142
Q102251,sefardíes,país,Turquía,Turquía,Q43
Q102251,sefardíes,país,Uruguay,Uruguay,Q77
Q102251,sefardíes,país,Marruecos,Marruecos,Q1028
Q102251,sefardíes,país,Canadá,Canadá,Q16
Q102251,sefardíes,país,Bulgaria,Bulgaria,Q219
Q102251,sefardíes,país,Croacia,Croacia,Q224
Q102251,sefardíes,país,Eslovenia,Eslovenia,Q215
Q50001,italianos,nombre en la lengua nativa,italiani,italiani,
Q610065,Inmigración suiza en Venezuela,país,Venezuela,Venezuela,Q717
Q102251,sefardíes,subclase de,judíos,judíos,Q7325
Q934701,inmigración húngara en Venezuela,instancia de,etnia,etnia,Q41710
Q102251,sefardíes,forma parte de,judíos,judíos,Q7325
Q604807,Inmigración polaca en Venezuela,subclase de,venezolanos,venezolanos,Q2996826
Q589718,pueblo Yukpa,situado en la entidad territorial administrativa,La Paz,La Paz,Q1442342
Q50001,italianos,subclase de,pueblos latinos,pueblos latinos,Q3157225
Q891077,Pueblo wayú,país,Colombia,Colombia,Q739
Q891077,Pueblo wayú,país,Venezuela,Venezuela,Q717
Q50001,italianos,instancia de,pueblo,pueblo,Q2472587
Q379314,Cuiba,país,Colombia,Colombia,Q739
Q379314,Cuiba,país,Venezuela,Venezuela,Q717
Q36978,pueblo pemón,país,Guyana,Guyana,Q734
Q50001,italianos,forma parte de,pueblos latinos,pueblos latinos,Q3157225
Q36978,pueblo pemón,país,Venezuela,Venezuela,Q717
Q36978,pueblo pemón,país,Brasil,Brasil,Q155
Q922476,Pueblo akawayo,instancia de,etnia,etnia,Q41710
Q891077,Pueblo wayú,instancia de,minoría étnica,minoría étnica,Q351389
Q589718,pueblo Yukpa,situado en la entidad territorial administrativa,Becerril,Becerril,Q1524772
Q589718,pueblo Yukpa,situado en la entidad territorial administrativa,Agustín Codazzi,Agustín Codazzi,Q781307
Q589718,pueblo Yukpa,situado en la entidad territorial administrativa,Municipio Mara,Municipio Mara,Q1820462
Q611028,Pueblo sáliba,instancia de,etnia,etnia,Q41710
Q50001,italianos,país,Mónaco,Mónaco,Q235
Q50001,italianos,país,Rumania,Rumania,Q218
Q50001,italianos,país,Suiza,Suiza,Q39
Q50001,italianos,país,Estados Unidos,Estados Unidos,Q30
Q50001,italianos,país,España,España,Q29
Q589718,pueblo Yukpa,situado en la entidad territorial administrativa,Municipio Rosario de Perijá,Municipio Rosario de Perijá,Q1996591
Q50001,italianos,país,Argentina,Argentina,Q414
Q50001,italianos,país,Chile,Chile,Q298
Q50001,italianos,país,Ecuador,Ecuador,Q736
Q50001,italianos,país,Paraguay,Paraguay,Q733
Q50001,italianos,país,Venezuela,Venezuela,Q717
Q50001,italianos,país,Australia,Australia,Q408
Q50001,italianos,país,Perú,Perú,Q419
Q50001,italianos,país,Sudáfrica,Sudáfrica,Q258
Q50001,italianos,país,Alemania,Alemania,Q183
Q50001,italianos,país,Italia,Italia,Q38
Q50001,italianos,país,Francia,Francia,Q142
Q50001,italianos,país,Reino Unido,Reino Unido,Q145
Q50001,italianos,país,Rusia,Rusia,Q159
Q50001,italianos,país,Uruguay,Uruguay,Q77
Q50001,italianos,país,Brasil,Brasil,Q155
Q50001,italianos,país,Canadá,Canadá,Q16
Q50001,italianos,país,Bélgica,Bélgica,Q31
Q50001,italianos,país,Luxemburgo,Luxemburgo,Q32
Q50001,italianos,país,Croacia,Croacia,Q224
Q102251,sefardíes,instancia de,etnia,etnia,Q41710
Q589718,pueblo Yukpa,situado en la entidad territorial administrativa,Municipio Machiques,Municipio Machiques,Q2218644
Q589718,pueblo Yukpa,país,Colombia,Colombia,Q739
Q589718,pueblo Yukpa,país,Venezuela,Venezuela,Q717
Q50001,italianos,país,México,México,Q96
Q610065,Inmigración suiza en Venezuela,instancia de,etnia,etnia,Q41710
Q50001,italianos,subclase de,habitante,habitante,Q22947
Q611028,Pueblo sáliba,situado en la entidad territorial administrativa,Casanare,Casanare,Q13984
Q50001,italianos,nativo de,Italia,Italia,Q38
Q527141,Inmigración portuguesa en Venezuela,instancia de,migración humana,migración humana,Q177626
Q527141,Inmigración portuguesa en Venezuela,país,Venezuela,Venezuela,Q717
Q891077,Pueblo wayú,instancia de,etnia,etnia,Q41710
Q379314,Cuiba,instancia de,etnia,etnia,Q41710
Q36978,pueblo pemón,instancia de,etnia,etnia,Q41710
Q604807,Inmigración polaca en Venezuela,país,Venezuela,Venezuela,Q717
Q102251,sefardíes,forma parte de,Q136592778,,Q136592778
Q610065,Inmigración suiza en Venezuela,subclase de,suizos,suizos,Q124216
Q50001,italianos,subclase de,europeos occidentales,europeos occidentales,Q101094841
Q610065,Inmigración suiza en Venezuela,subclase de,venezolanos,venezolanos,Q2996826
Q527141,Inmigración portuguesa en Venezuela,instancia de,comunidad étnica,comunidad étnica,Q25380035
Q50001,italianos,instancia de,etnia,etnia,Q41710
Q50001,italianos,instancia de,población humana,población humana,Q33829
Q50001,italianos,idioma oficial,italiano,italiano,Q652
Q589718,pueblo Yukpa,instancia de,etnia,etnia,Q41710
Q922476,Pueblo akawayo,forma parte de,Ingarikó,Ingarikó,Q12632954
Q934701,inmigración húngara en Venezuela,instancia de,migración humana,migración humana,Q177626
Q934701,inmigración húngara en Venezuela,país,Venezuela,Venezuela,Q717
Q922476,Pueblo akawayo,instancia de,grupo humano aislado,grupo humano aislado,Q3117863
Q922476,Pueblo akawayo,país,Guyana,Guyana,Q734
Q102251,sefardíes,nombre en la lengua nativa,סְפָרַדִּים,סְפָרַדִּים,
Q922476,Pueblo akawayo,país,Venezuela,Venezuela,Q717
Q922476,Pueblo akawayo,país,Brasil,Brasil,Q155
Q604807,Inmigración polaca en Venezuela,instancia de,etnia,etnia,Q41710
Q891077,Pueblo wayú,situado en la entidad territorial administrativa,La Guajira,La Guajira,Q272747
Q611028,Pueblo sáliba,situado en la entidad territorial administrativa,Departamento del Meta,Departamento del Meta,Q238629
Q611028,Pueblo sáliba,situado en la entidad territorial administrativa,Departamento del Vichada,Departamento del Vichada,Q268729
Q611028,Pueblo sáliba,país,Colombia,Colombia,Q739
Q611028,Pueblo sáliba,país,Venezuela,Venezuela,Q717
Q102251,sefardíes,país,Estados Unidos,Estados Unidos,Q30
Q102251,sefardíes,país,España,España,Q29
Q6762564,Mariche,país,Venezuela,Venezuela,Q717
Q3693591,Kurripako,nombre en la lengua nativa,Koripako,Koripako,
Q12645329,Shiparicot,forma parte de,kalinago,kalinago,Q27106
Q4500325,Hoti,país,Venezuela,Venezuela,Q717
Q1189854,inmigración libanesa en Venezuela,instancia de,etnia,etnia,Q41710
Q3693591,Kurripako,país de origen,Colombia,Colombia,Q739
Q3693591,Kurripako,país de origen,Venezuela,Venezuela,Q717
Q3693591,Kurripako,país de origen,Brasil,Brasil,Q155
Q12631938,Guinau,forma parte de,Arahuacos (Arawak),Arahuacos (Arawak),Q117244
Q12628862,Chaguan,país,Venezuela,Venezuela,Q717
Q2884551,Barí,situado en la entidad territorial administrativa,Norte de Santander,Norte de Santander,Q233058
Q5100675,chino-venezolano,instancia de,etnia,etnia,Q41710
Q7382314,Inmigración rusa en Venezuela,instancia de,etnia,etnia,Q41710
Q2884551,Barí,país,Colombia,Colombia,Q739
Q2884551,Barí,país,Venezuela,Venezuela,Q717
Q5916640,Inmigración rumana en Venezuela,instancia de,migración humana,migración humana,Q177626
Q1091064,Pueblo puinave,instancia de,etnia,etnia,Q41710
Q5916640,Inmigración rumana en Venezuela,país,Venezuela,Venezuela,Q717
Q6777902,Marueta,instancia de,etnia,etnia,Q41710
Q1090791,Pueblo wenaiwika,país,Colombia,Colombia,Q739
Q1090791,Pueblo wenaiwika,país,Venezuela,Venezuela,Q717
Q12631938,Guinau,instancia de,tribu,tribu,Q133311
Q3693591,Kurripako,situado en la entidad territorial administrativa,Amazonas,Amazonas,Q40040
Q3141141,Pueblo hoti,nombre en la lengua nativa,hödï,hödï,
Q2520166,Macushí,instancia de,pueblo indígena,pueblo indígena,Q103817
Q1602874,Sanumá people,instancia de,etnia,etnia,Q41710
Q3512141,Waikerí,instancia de,pueblo indígena,pueblo indígena,Q103817
Q2520166,Macushí,nombre en la lengua nativa,Macuxi,Macuxi,
Q12629404,Curasicana,país,Venezuela,Venezuela,Q717
Q3007508,Pueblo cumanagoto,instancia de,etnia,etnia,Q41710
Q5764101,Chaima,país,Venezuela,Venezuela,Q717
Q934701,inmigración húngara en Venezuela,subclase de,magiares,magiares,Q133032
Q5074161,Pueblo Charcas,instancia de,etnia,etnia,Q41710
Q1261048,Warao,nativo de,Surinam,Surinam,Q730
Q1261048,Warao,nativo de,Guatemala,Guatemala,Q774
Q1261048,Warao,nativo de,Venezuela,Venezuela,Q717
Q1286979,Yaruro,país,Venezuela,Venezuela,Q717
Q3693591,Kurripako,forma parte de,Baniwa-Curripaco-Wakuenai,Baniwa-Curripaco-Wakuenai,Q108513623
Q2520166,Macushí,país,Guyana,Guyana,Q734
Q12631938,Guinau,país,Venezuela,Venezuela,Q717
Q2520166,Macushí,país,Venezuela,Venezuela,Q717
Q2520166,Macushí,país,Brasil,Brasil,Q155
Q3512141,Waikerí,país,Venezuela,Venezuela,Q717
Q3624647,Auaké people,país,Venezuela,Venezuela,Q717
Q3624647,Auaké people,país,Brasil,Brasil,Q155
Q1616006,Inmigración italiana en Venezuela,país,Venezuela,Venezuela,Q717
Q5551300,inmigración alemana en Venezuela,país,Venezuela,Venezuela,Q717
Q1289028,Guahibo,país,Colombia,Colombia,Q739
Q1289028,Guahibo,país,Venezuela,Venezuela,Q717
Q2884551,Barí,instancia de,etnia,etnia,Q41710
Q5916640,Inmigración rumana en Venezuela,instancia de,etnia,etnia,Q41710
Q2884551,Barí,situado en la entidad territorial administrativa,Zulia,Zulia,Q43269
Q12645329,Shiparicot,instancia de,tribu,tribu,Q133311
Q3141141,Pueblo hoti,país,Venezuela,Venezuela,Q717
Q1090791,Pueblo wenaiwika,instancia de,etnia,etnia,Q41710
Q2520166,Macushí,país de origen,Guyana,Guyana,Q734
Q2520166,Macushí,país de origen,Venezuela,Venezuela,Q717
Q2520166,Macushí,país de origen,Brasil,Brasil,Q155
Q12629404,Curasicana,instancia de,etnia,etnia,Q41710
Q1261048,Warao,instancia de,etnia,etnia,Q41710
Q5764101,Chaima,instancia de,etnia,etnia,Q41710
Q5850108,Etnia E'ñepá o Panare,país,Venezuela,Venezuela,Q717
Q934701,inmigración húngara en Venezuela,forma parte de,diáspora húngara,diáspora húngara,Q466395
Q1091064,Pueblo puinave,situado en la entidad territorial administrativa,Guaviare,Guaviare,Q272885
Q6158330,inmigración japonesa en Venezuela,país,Venezuela,Venezuela,Q717
Q1286979,Yaruro,instancia de,etnia,etnia,Q41710
Q934701,inmigración húngara en Venezuela,subclase de,Venezolanos blancos,Venezolanos blancos,Q7919857
Q12645329,Shiparicot,país,Venezuela,Venezuela,Q717
Q1091064,Pueblo puinave,situado en la entidad territorial administrativa,Guainía,Guainía,Q238645
Q1189854,inmigración libanesa en Venezuela,instancia de,migración humana,migración humana,Q177626
Q1189854,inmigración libanesa en Venezuela,país,Venezuela,Venezuela,Q717
Q3693591,Kurripako,situado en la entidad territorial administrativa,Amazonas,Amazonas,Q170453
Q3512141,Waikerí,instancia de,lengua,lengua,Q34770
Q6762564,Mariche,forma parte de,pueblos indígenas de Sudamérica,pueblos indígenas de Sudamérica,Q1479328
Q3624647,Auaké people,instancia de,etnia,etnia,Q41710
Q1616006,Inmigración italiana en Venezuela,instancia de,etnia,etnia,Q41710
Q3693591,Kurripako,instancia de,pueblo indígena,pueblo indígena,Q103817
Q5551300,inmigración alemana en Venezuela,instancia de,etnia,etnia,Q41710
Q1289028,Guahibo,instancia de,etnia,etnia,Q41710
Q5100675,chino-venezolano,instancia de,migración humana,migración humana,Q177626
Q5100675,chino-venezolano,país,Venezuela,Venezuela,Q717
Q7382314,Inmigración rusa en Venezuela,país,Venezuela,Venezuela,Q717
Q3693591,Kurripako,situado en la entidad territorial administrativa,Guainía,Guainía,Q238645
Q6762564,Mariche,instancia de,tribu,tribu,Q133311
Q1091064,Pueblo puinave,país,Colombia,Colombia,Q739
Q1091064,Pueblo puinave,país,Venezuela,Venezuela,Q717
Q12628862,Chaguan,forma parte de,Warao,Warao,Q1261048
Q1091064,Pueblo puinave,situado en la entidad territorial administrativa,San Fernando de Atabapo,San Fernando de Atabapo,Q371223
Q3141141,Pueblo hoti,instancia de,etnia,etnia,Q41710
Q6777902,Marueta,país,Venezuela,Venezuela,Q717
Q4500325,Hoti,instancia de,pueblo indígena,pueblo indígena,Q103817
Q1602874,Sanumá people,país,Venezuela,Venezuela,Q717
Q5850108,Etnia E'ñepá o Panare,instancia de,etnia,etnia,Q41710
Q3693591,Kurripako,país,Colombia,Colombia,Q739
Q3693591,Kurripako,país,Venezuela,Venezuela,Q717
Q3693591,Kurripako,país,Brasil,Brasil,Q155
Q3007508,Pueblo cumanagoto,país,Venezuela,Venezuela,Q717
Q12628862,Chaguan,instancia de,tribu,tribu,Q133311
Q5074161,Pueblo Charcas,país,Venezuela,Venezuela,Q717
Q6158330,inmigración japonesa en Venezuela,instancia de,etnia,etnia,Q41710
Q109311583,Inmigración británica en Venezuela,subclase de,British Latin American,British Latin American,Q4970234
Q16110706,Guamo,instancia de,etnia,etnia,Q41710
Q25256762,Inmigración argentina en Venezuela,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q18343999,mestizos en Venezuela,instancia de,etnia,etnia,Q41710
Q16387899,Armenians in Venezuela,subclase de,armenios,armenios,Q79797
Q110093298,Territorio Indígena Muaina,instancia de,reserva india,reserva india,Q20203616
Q21005859,inmigración coreana en Venezuela,instancia de,etnia,etnia,Q41710
Q110090450,Territorio Indígena El Palomo,instancia de,reserva india,reserva india,Q20203616
